,transaction_id,customer_id,product_name,product_category,price,quantity,transaction_date,payment_status,total_amount
3708,53709,3617,Gym Equipment,Sports,270.06,2,2024-11-16T00:00:00,completed,540.12
3709,53710,1888,Gym Equipment,Sports,264.92,4,2023-08-23,N/A,1059.68
3710,53711,4105,Smart Watch,,507.2,3,2024-01-30 00:00:00,Completed,1521.6
3711,53712,1050,Programming Guide,Books,2260.14,2,03/11/2023,Unknown,4520.28
3712,53713,4952,Vacuum Cleaner,Home,325.27,3,2023-05-21 00:00:00,N/A,975.81
3713,53714,4561,Football,Sports,918.5,2,2023-10-27 00:00:00,Unknown,1837.0
3714,53715,1019,Gym Equipment,Sports,685.21,4,2023-12-12,Paid,2740.84
3715,53716,5822,Yoga Mat,Sports,2278.96,4,2024-12-20T00:00:00,Unknown,9115.84
3716,53717,2474,Smart TV,Home,299.21,1,26/07/2024,COMPLETED,299.21
3717,53718,5062,Leather Jacket,Clothing,198.22,3,2023-10-16 00:00:00,Processing,594.66
3718,53719,3607,Arabic Literature,Books,248.08,3,invalid_date,Processing,744.24
3719,53720,1452,Business Strategy,,1559.53,3,2023-11-17T00:00:00,,4678.59
3720,53721,4766,Arabic Literature,Books,973.92,2,2024-08-24,Pending,1947.84
3721,53722,3439,Arabic Literature,Books,583.57,1,2023-12-15 00:00:00,PENDING,583.57
3722,53723,5311,Tennis Racket,Sports,651.54,2,2024-12-10T00:00:00,Paid,1303.08
3723,53724,2550,Programming Guide,Books,205.18,3,2024-10-15T00:00:00,PENDING,615.54
3724,53725,4475,Samsung Galaxy,Electronics,1017.14,3,2024-09-13,Unknown,3051.42
3725,53726,1128,Samsung Galaxy,Electronics,2041.66,5,2024-06-09T00:00:00,pending,10208.300000000001
3726,53727,5856,Dell Laptop,,1017.05,2,2024-05-29T00:00:00,Pending,2034.1
3727,53728,3762,Casual Shirt,Clothing,2073.98,2,2023-06-01T00:00:00,,4147.96
3728,53729,5457,Business Strategy,Books,2337.09,3,2023-12-16T00:00:00,PENDING,7011.27
3729,53730,5665,Traditional Thobe,Clothing,569.27,2,21/07/2023,,1138.54
3730,53731,2416,Leather Jacket,Clothing,488.85,4,12/11/2023,Refunded,1955.4
3731,53732,1202,Arabic Literature,Books,764.77,7,2024-04-13T00:00:00,Completed,5353.389999999999
3732,53733,3370,Science Textbook,Books,349.67,1,2024-04-09T00:00:00,COMPLETED,349.67
3733,53734,1518,Refrigerator,Home,1192.37,2,32/15/2024,Unknown,2384.74
3734,53735,2342,Casual Shirt,Clothing,331.26,3,2024-06-08 00:00:00,,993.78
3735,53736,5777,Smart Watch,Electronics,263.58,1,2024-10-12,COMPLETED,263.58
3736,53737,2989,Arabic Literature,Books,2575.03,3,06/08/2023,Paid,7725.09
3737,53738,4546,Yoga Mat,Sports,187.91,2,2024-05-06 00:00:00,N/A,375.82
3738,53739,5521,Smart Watch,Electronics,760.19,3,2024-09-26 00:00:00,Failed,2280.57
3739,53740,4803,Sneakers,Clothing,687.4,5,2024-09-17T00:00:00,pending,3437.0
3740,53741,4276,iPad,Electronics,1101.73,2,2024-01-07 00:00:00,Complete,2203.46
3741,53742,4655,MacBook Pro,Electronics,220.21,1,29/01/2023,COMPLETED,220.21
3742,53743,3435,Arabic Literature,Books,612.53,6,2023-07-18T00:00:00,Paid,3675.18
3743,53744,5874,Programming Guide,Books,234.46,3,2024-13-45,Pending,703.38
3744,53745,1208,Business Strategy,Books,319.87,5,2024-05-02T00:00:00,N/A,2399.0249999999996
3745,53746,3634,Gym Equipment,Sports,825.46,3,2023-09-24T00:00:00,,2476.38
3746,53747,5118,Business Strategy,Books,242.06,5,2023-08-12,Pending,1210.3
3747,53748,1154,Yoga Mat,Sports,868.89,5,02/12/2023,Cancelled,4344.45
3748,53749,4367,Samsung Galaxy,Electronics,558.81,3,06/07/2023,Complete,1676.4299999999998
3749,53750,5315,Refrigerator,Home,106.25,2,32/15/2024,,212.5
3750,53751,5765,Dell Laptop,Electronics,1499.2,4,2024-12-18T00:00:00,completed,5996.8
3751,53752,2519,Science Textbook,Books,801.66,1,2024-09-29 00:00:00,Paid,1202.49
3752,53753,3601,Dining Set,Home,1940.14,1,29/02/2024,,1940.14
3753,53754,3196,Casual Shirt,Clothing,752.46,4,28/09/2023,Failed,3009.84
3754,53755,5499,Yoga Mat,Sports,604.67,1,2023-12-27 00:00:00,Complete,604.67
3755,53756,5692,Smart TV,Home,552.38,2,2023-05-14T00:00:00,,1104.76
3756,53757,4555,Smart Watch,Electronics,910.39,5,2023-07-20,Paid,6827.924999999999
3757,53758,3415,Samsung Galaxy,Electronics,1494.3,2,2023-04-09,,2988.6
3758,53759,3850,Smart Watch,Electronics,586.53,2,2023-05-03,Unknown,1173.06
3759,53760,2743,Business Strategy,Books,166.75,1,2024-01-21,Complete,250.125
3760,53761,2307,Smart Watch,Electronics,219.51,2,14/05/2023,Complete,439.02
3761,53762,4850,Football,Sports,409.21,3,2024-07-08,Processing,1227.6299999999999
3762,53763,5169,Vacuum Cleaner,Home,397.3,3,2024-11-13T00:00:00,completed,1191.9
3763,53764,5577,Tennis Racket,Sports,776.56,2,2023-12-28,Refunded,2329.68
3764,53765,5656,Casual Shirt,Clothing,1259.07,3,2023-07-20,Completed,3777.21
3765,53766,5841,Leather Jacket,Clothing,843.51,5,32/15/2024,Pending,4217.55
3766,53767,5196,Tennis Racket,Sports,1378.47,4,2024-05-24T00:00:00,Paid,5513.88
3767,53768,3556,Tennis Racket,Sports,0.0,4,2024-07-02T00:00:00,Processing,0.0
3768,53769,3306,iPad,Electronics,1185.49,4,2023-09-04,,4741.96
3769,53770,5509,iPhone 15,Electronics,605.89,5,2024-06-22,Refunded,3029.45
3770,53771,2089,Business Strategy,Books,705.66,6,2023-11-02T00:00:00,Cancelled,4233.96
3771,53772,3643,Smart Watch,Electronics,895.04,3,2023-01-08,N/A,2685.12
3772,53773,2178,Traditional Thobe,Clothing,1683.44,2,2023-07-31T00:00:00,Unknown,3366.88
3773,53774,5917,Dining Set,Home,627.26,3,2024-05-19 00:00:00,failed,1881.78
3774,53775,5758,Tennis Racket,Sports,1787.08,3,2023-11-16 00:00:00,COMPLETED,5361.24
3775,53776,3995,Vacuum Cleaner,Home,960.44,2,2024-07-04 00:00:00,Failed,1920.88
3776,53777,1560,Gym Equipment,Sports,1588.51,2,2023-10-28,Refunded,3177.02
3777,53778,3965,Football,Sports,2555.74,4,2024-11-25,Paid,10222.96
3778,53779,2272,Samsung Galaxy,Electronics,318.31,4,01/01/2023,N/A,1273.24
3779,53780,2814,Dell Laptop,Electronics,748.37,4,29/08/2024,Processing,2993.48
3780,53781,3916,Tennis Racket,Sports,72.9,5,2023-10-19,Failed,364.5
3781,53782,1610,Football,Sports,68.1,0,24/04/2023,Processing,0.0
3782,53783,3462,Leather Jacket,Clothing,421.57,1,2023-06-15T00:00:00,Pending,421.57
3783,53784,5121,Dell Laptop,Electronics,325.17,1,2024-04-11,,325.17
3784,53785,1284,Gym Equipment,,304.67,3,2024-09-02,Failed,914.01
3785,53786,3929,Arabic Literature,Books,1541.61,2,2023-07-20 00:00:00,failed,3083.22
3786,53787,5397,Smart TV,Home,752.28,4,2024-12-18,failed,3009.12
3787,53788,2092,Designer Dress,Clothing,597.37,4,23/10/2024,Cancelled,2389.48
3788,53789,1817,Football,Sports,382.53,5,2024-04-14 00:00:00,FAILED,1912.6499999999999
3789,53790,1083,Business Strategy,Books,321.09,5,2023-08-03T00:00:00,Pending,1605.4499999999998
3790,53791,2921,Business Strategy,Books,2232.94,2,2024-09-20 00:00:00,N/A,4465.88
3791,53792,4492,Running Shoes,Sports,979.38,5,2024-12-18,PENDING,4896.9
3792,53793,4145,Refrigerator,Home,663.46,4,2023-08-05 00:00:00,,2653.84
3793,53794,3094,iPhone 15,Electronics,589.58,5,2024-05-25T00:00:00,,2947.9
3794,53795,5714,Dell Laptop,Electronics,2389.78,3,2024-12-28,,7169.34
3795,53796,1176,Arabic Literature,Books,2371.05,2,2024-12-01,N/A,4742.1
3796,53797,3705,Arabic Literature,Books,435.87,4,2024-04-06,PENDING,1743.48
3797,53798,5938,Tennis Racket,Sports,700.15,3,11/11/2024,completed,2100.45
3798,53799,1370,Running Shoes,Sports,2529.71,2,2023-01-24 00:00:00,Pending,5059.42
3799,53800,2819,Coffee Maker,Home,737.14,5,2024-11-09,Refunded,3685.7
3800,53801,3102,Vacuum Cleaner,Home,222.64,5,03/06/2024,Complete,1113.1999999999998
3801,53802,5786,Science Textbook,Books,560.37,4,09/11/2024,failed,2241.48
3802,53803,4491,Dining Set,Home,4173.07,7,2024-05-13T00:00:00,Refunded,29211.489999999998
3803,53804,2780,Business Strategy,,1065.44,4,10/02/2023,Complete,4261.76
3804,53805,2365,Football,Sports,628.03,3,23/11/2024,Processing,1884.09
3805,53806,5463,Dell Laptop,Electronics,1083.22,3,2023-07-30 00:00:00,Failed,3249.66
3806,53807,4343,Dining Set,Home,366.38,4,2023-08-23,Processing,1465.52
3807,53808,5740,Business Strategy,Books,2121.12,1,2023-10-16T00:00:00,Refunded,2121.12
3808,53809,4677,Coffee Maker,Home,457.82,1,2023-06-28T00:00:00,Paid,457.82
3809,53810,3427,Leather Jacket,Clothing,992.38,2,2024-04-30 00:00:00,Paid,1984.76
3810,53811,1073,iPad,,1279.46,4,22/01/2023,pending,5117.84
3811,53812,3963,Refrigerator,Home,943.56,3,2024-11-08T00:00:00,pending,2830.68
3812,53813,1860,iPad,Electronics,155.5,2,2023-07-12T00:00:00,Refunded,311.0
3813,53814,4857,Running Shoes,Sports,236.77,2,2023-11-02T00:00:00,PENDING,473.54
3814,53815,5139,Leather Jacket,Clothing,1033.91,4,2024-07-13,Completed,4135.64
3815,53816,3425,Science Textbook,Books,296.18,2,2023-09-24T00:00:00,Failed,592.36
3816,53817,2065,Arabic Literature,Books,1529.21,5,2023-12-31 00:00:00,,7646.05
3817,53818,3218,Traditional Thobe,Clothing,2157.88,3,2023-09-29,COMPLETED,6473.64
3818,53819,5018,Sneakers,Clothing,859.73,2,30/11/2023,FAILED,1719.46
3819,53820,3260,I-Phone 15,,368.23,3,05/06/2023,N/A,1104.69
3820,53821,4752,Vacuum Cleaner,Home,2459.55,3,invalid_date,Complete,7378.650000000001
3821,53822,3087,Designer Dress,Clothing,1004.69,3,03/11/2023,Complete,3014.07
3822,53823,1369,Business Strategy,Books,1150.91,3,2023-03-20 00:00:00,FAILED,3452.7300000000005
3823,53824,3805,iPad,Electronics,365.84,3,2024-06-11,Processing,1097.52
3824,53825,1151,Sneakers,Clothing,376.02,2,2024-01-02T00:00:00,,752.04
3825,53826,2135,Samsung Galaxy,Electronics,423.05,2,03/11/2023,Processing,846.1
3826,53827,3785,Science Textbook,Books,220.84,7,2024-10-31T00:00:00,Processing,1545.88
3827,53828,5165,Yoga Mat,Sports,0.0,5,04/10/2024,Complete,0.0
3828,53829,3347,Traditional Thobe,Clothing,2305.15,1,26/08/2023,Processing,2305.15
3829,53830,5898,Smart TV,Home,678.45,4,2023-09-16 00:00:00,COMPLETED,2713.8
3830,53831,3251,Dining Set,Home,246.66,3,2024-09-12,Refunded,739.98
3831,53832,1061,Arabic Literature,,1315.56,1,2023-09-04 00:00:00,Failed,1973.34
3832,53833,4011,Running Shoes,Sports,767.99,3,2024-06-25,Unknown,2303.9700000000003
3833,53834,4902,Science Textbook,Books,1185.45,3,2023-07-07,N/A,5334.525000000001
3834,53835,2338,Traditional Thobe,Clothing,1382.36,3,2024-10-03T00:00:00,Refunded,4147.08
3835,53836,2185,Dell Laptop,Electronics,211.75,2,23/07/2024,Pending,423.5
3836,53837,5427,Tennis Racket,Sports,1202.92,3,2024-07-05T00:00:00,Failed,3608.76
3837,53838,2552,Sneakers,Clothing,287.56,3,2024-12-11T00:00:00,Pending,862.6800000000001
3838,53839,5434,Arabic Literature,Books,480.34,5,24/12/2023,Paid,2401.7
3839,53840,2630,Leather Jacket,Clothing,184.69,3,2023-02-17 00:00:00,FAILED,554.0699999999999
3840,53841,2328,Traditional Thobe,Clothing,2030.65,5,2023-03-25T00:00:00,Complete,10153.25
3841,53842,2527,Tennis Racket,Sports,122.31,2,10/12/2023,N/A,244.62
3842,53843,2674,Dell Laptop,Electronics,372.56,4,2024-03-08 00:00:00,,1490.24
3843,53844,2362,Traditional Thobe,Clothing,845.48,4,2023-12-29T00:00:00,COMPLETED,3381.92
3844,53845,2574,Programming Guide,Books,553.89,3,2023-02-19,Paid,1661.67
3845,53846,3687,Running Shoes,Sports,347.26,3,2023-09-30,,1041.78
3846,53847,5371,Coffee Maker,Home,246.04,1,2024-07-26,,246.04
3847,53848,3367,Arabic Literature,Books,539.59,1,2024-01-05,,539.59
3848,53849,4758,Running Shoes,Sports,44.74,3,15/07/2023,Processing,134.22
3849,53850,3435,Yoga Mat,Sports,590.11,2,2023-01-09T00:00:00,PENDING,1180.22
3850,53851,2994,iPad,Electronics,680.61,4,2024-09-29T00:00:00,Pending,2722.44
3851,53852,1870,Science Textbook,Books,1275.91,3,2023-01-28 00:00:00,Cancelled,3827.7300000000005
3852,53853,2015,Sneakers,Clothing,1201.6,2,2024-08-15T00:00:00,pending,2403.2
3853,53854,2912,Smart TV,Home,1092.82,2,29/08/2024,N/A,2185.64
3854,53855,1603,Dining Set,Home,1695.67,6,2023-08-26,Pending,10174.02
3855,53856,4822,Science Textbook,Books,-100.0,3,2024-05-25 00:00:00,Failed,-300.0
3856,53857,1691,Smart TV,Home,321.78,2,2023-11-18T00:00:00,,643.56
3857,53858,1494,Sneakers,Clothing,381.57,4,2023-03-27 00:00:00,Completed,1526.28
3858,53859,1490,Designer Dress,Clothing,817.3,2,2023-07-25,Completed,1634.6
3859,53860,3557,Casual Shirt,Clothing,334.19,4,11/08/2023,FAILED,1336.76
3860,53861,5486,Running Shoes,Sports,905.7,2,2024-08-20,,1811.4
3861,53862,1295,Running Shoes,,783.95,3,06/04/2023,PENDING,2351.8500000000004
3862,53863,5028,Smart TV,,359.88,2,2023-07-13 00:00:00,completed,719.76
3863,53864,3844,Traditional Thobe,Clothing,831.73,6,32/15/2024,N/A,4990.38
3864,53865,3913,Sneakers,Clothing,616.73,2,2024-01-11T00:00:00,Failed,1233.46
3865,53866,2718,Vacuum Cleaner,Home,431.14,3,2024-11-24T00:00:00,completed,1293.42
3866,53867,3597,Casual Shirt,Clothing,521.89,2,2023-04-14,Unknown,1043.78
3867,53868,5745,Yoga Mat,Sports,305.73,1,15/10/2024,Processing,305.73
3868,53869,2874,Programming Guide,Books,1035.15,3,2023-11-06,COMPLETED,3105.4500000000003
3869,53870,5664,Science Textbook,Books,149.62,3,2024-06-05,completed,448.86
3870,53871,4259,Designer Dress,Clothing,1061.53,2,2024-04-07 00:00:00,,2123.06
3871,53872,3818,Dell Laptop,Electronics,1399.99,2,2024-03-14,Unknown,2799.98
3872,53873,1445,Gym Equipment,Sports,403.84,1,2023-07-16T00:00:00,Unknown,403.84
3873,53874,4642,Smart Watch,Electronics,651.99,1,2023-09-01 00:00:00,Unknown,651.99
3874,53875,5459,Business Strategy,Books,1734.09,3,2023-05-06,,5202.2699999999995
3875,53876,1742,Running Shoes,Sports,368.01,1,2023-04-04T00:00:00,N/A,368.01
3876,53877,3042,Dining Set,Home,591.05,3,2024-11-23,Refunded,1773.1499999999999
3877,53878,1680,iPad,Electronics,736.25,2,2023-05-01,Processing,1472.5
3878,53879,3468,Smart Watch,Electronics,558.6,5,2024-02-28,Failed,2793.0
3879,53880,4698,Smart TV,Home,628.9,2,07/03/2023,Cancelled,1257.8
3880,53881,2359,Programming Guide,Books,240.16,3,2024-08-31T00:00:00,pending,720.48
3881,53882,1063,Football,Sports,342.39,2,2023-02-25T00:00:00,FAILED,684.78
3882,53883,3560,Running Shoes,Sports,884.41,2,21/10/2023,Cancelled,1768.82
3883,53884,4770,Smart TV,Home,1825.81,3,2024-10-02 00:00:00,,8216.145
3884,53885,5352,Yoga Mat,Sports,705.2,2,2023-06-13,Pending,1410.4
3885,53886,1135,iPad,Electronics,316.36,1,2023-10-17T00:00:00,,316.36
3886,53887,4645,Programming Guide,Books,888.95,4,2024-12-08T00:00:00,N/A,3555.8
3887,53888,5971,Dell Laptop,Electronics,1450.83,2,2024-02-02 00:00:00,pending,2901.66
3888,53889,5918,Smart TV,Home,634.45,2,32/15/2024,Failed,1268.9
3889,53890,3136,Dining Set,Home,248.8,5,2023-11-22 00:00:00,Unknown,1244.0
3890,53891,4279,Running Shoes,Sports,57.86,2,2023-05-23T00:00:00,Cancelled,115.72
3891,53892,1823,MacBook Pro,Electronics,1104.3,2,2024-01-14,Paid,3312.8999999999996
3892,53893,4075,Programming Guide,Books,607.66,3,2024-07-22T00:00:00,Processing,1822.98
3893,53894,3982,Tennis Racket,Sports,-100.0,2,2023-12-26 00:00:00,COMPLETED,-200.0
3894,53895,1121,MacBook Pro,Electronics,705.56,3,2023-12-26,N/A,2116.68
3895,53896,2638,Sneakers,Clothing,129.61,1,16/06/2024,,129.61
3896,53897,1925,Casual Shirt,Clothing,783.45,4,2023-04-25 00:00:00,COMPLETED,3133.8
3897,53898,1645,Refrigerator,,1202.46,4,2023-04-05,pending,4809.84
3898,53899,3033,Traditional Thobe,Clothing,505.23,3,2023-11-27,Completed,1515.69
3899,53900,3762,Vacuum Cleaner,Home,471.32,3,17/02/2023,pending,1413.96
3900,53901,3069,Business Strategy,Books,365.7,7,2023-05-19,Completed,2559.9
3901,53902,1242,Smart TV,Home,531.18,5,2024-12-20 00:00:00,Cancelled,2655.8999999999996
3902,53903,3669,Programming Guide,Books,766.73,3,13/02/2023,Unknown,2300.19
3903,53904,1803,Sneakers,Clothing,970.57,4,25/08/2024,Complete,3882.28
3904,53905,5165,Smart Watch,Electronics,235.29,3,2024-03-31 00:00:00,COMPLETED,705.87
3905,53906,1196,Business Strategy,Books,1588.04,4,2023-10-06T00:00:00,Paid,6352.16
3906,53907,3188,Casual Shirt,Clothing,828.19,3,30/08/2023,pending,2484.57
3907,53908,4516,Business Strategy,Books,637.13,3,2023-08-26T00:00:00,Refunded,1911.3899999999999
3908,53909,3331,iPad,Electronics,1345.11,2,12/04/2023,completed,2690.22
3909,53910,3360,Leather Jacket,Clothing,527.6,4,2023-01-25T00:00:00,PENDING,2110.4
3910,53911,5842,Science Textbook,Books,989.65,1,09/06/2024,Processing,989.65
3911,53912,4607,Smart Watch,Electronics,1386.28,7,2023-01-09,Cancelled,9703.96
3912,53913,1277,Arabic Literature,,1252.55,6,2024-10-04 00:00:00,completed,7515.299999999999
3913,53914,1061,Refrigerator,Home,645.64,3,18/06/2024,Refunded,1936.92
3914,53915,4391,Programming Guide,Books,1524.1,4,2023-11-05,PENDING,6096.4
3915,53916,2914,Smart Watch,Electronics,281.76,2,2024-07-12 00:00:00,completed,563.52
3916,53917,4928,Dell Laptop,Electronics,799.08,2,2024-09-21T00:00:00,PENDING,1598.16
3917,53918,3592,Casual Shirt,Clothing,890.46,3,2024-10-31 00:00:00,Refunded,2671.38
3918,53919,1567,Business Strategy,Books,,3,2023-10-19T00:00:00,Pending,601.29
3919,53920,4936,Traditional Thobe,Clothing,314.32,4,2024-01-21T00:00:00,COMPLETED,1257.28
3920,53921,2572,Business Strategy,Books,505.55,4,2023-12-31T00:00:00,Pending,3033.3
3921,53922,5718,Arabic Literature,Books,1044.16,2,2024-07-21 00:00:00,pending,2088.32
3922,53923,2201,Arabic Literature,Books,1129.98,3,2023-04-03,pending,3389.94
3923,53924,5410,Programming Guide,Books,1178.29,2,2024-03-27 00:00:00,completed,2356.58
3924,53925,3855,Tennis Racket,,518.23,3,2023-11-23,Unknown,1554.69
3925,53926,3896,Sneakers,Clothing,738.43,2,2023-10-22 00:00:00,Complete,1476.86
3926,53927,2237,Dining Set,Home,680.86,4,25/05/2024,completed,2723.44
3927,53928,1137,MacBook Pro,Electronics,663.49,4,04/02/2024,,2653.96
3928,53929,2030,Arabic Literature,,133.09,3,2023-08-19 00:00:00,pending,399.27
3929,53930,3157,iPhone 15,Electronics,1358.17,6,2024-01-13,Cancelled,8149.02
3930,53931,3595,Gym Equipment,Sports,612.53,2,02/07/2023,COMPLETED,1225.06
3931,53932,1662,Dell Laptop,Electronics,199.42,5,2023-09-22 00:00:00,,1495.6499999999999
3932,53933,3473,iPhone 15,Electronics,1268.11,2,2023-06-23,,2536.22
3933,53934,3678,Programming Guide,Books,300.09,4,2024-04-15,FAILED,1200.36
3934,53935,3309,Business Strategy,Books,743.76,2,21/10/2023,completed,1487.52
3935,53936,1087,Football,Sports,145.48,3,2024-02-16,Failed,436.43999999999994
3936,53937,3513,Running Shoes,Sports,715.31,1,2023-04-06 00:00:00,Failed,715.31
3937,53938,3943,Sneakers,Clothing,541.54,4,2024-12-18 00:00:00,N/A,2166.16
3938,53939,3774,Dell Laptop,Electronics,982.64,5,2023-08-13T00:00:00,Unknown,7369.799999999999
3939,53940,3505,Dining Set,Home,233.13,2,2024-09-24T00:00:00,PENDING,466.26
3940,53941,4311,Sneakers,Clothing,595.91,2,2024-05-03 00:00:00,Failed,1191.82
3941,53942,2701,Vacuum Cleaner,Home,1725.95,3,2024-12-03T00:00:00,completed,5177.85
3942,53943,4671,Sneakers,Clothing,1238.87,3,2024-12-09 00:00:00,failed,3716.6099999999997
3943,53944,3701,Sneakers,Clothing,675.73,2,2024-11-09,Paid,1351.46
3944,53945,4630,Designer Dress,Clothing,489.71,3,03/06/2024,Pending,1469.1299999999999
3945,53946,5591,Dining Set,Home,1941.68,2,01/02/2024,Pending,3883.36
3946,53947,2648,Coffee Maker,Home,1218.88,6,2024-12-16,Completed,7313.280000000001
3947,53948,4319,Coffee Maker,Home,255.7,2,2023-01-01,completed,511.4
3948,53949,4688,Dell Laptop,Electronics,426.81,5,10/08/2023,Failed,2134.05
3949,53950,1597,Refrigerator,Home,262.35,3,2023-02-08,,787.0500000000001
3950,53951,5546,Programming Guide,Books,560.2,1,2024-07-14T00:00:00,Complete,560.2
3951,53952,1485,Casual Shirt,Clothing,337.64,2,2023-01-27 00:00:00,Completed,675.28
3952,53953,1646,Gym Equipment,Sports,841.07,4,2024-06-18 00:00:00,Paid,3364.28
3953,53954,4090,Smart TV,Home,480.57,2,2023-06-20 00:00:00,Unknown,961.14
3954,53955,5758,Running Shoes,Sports,1766.05,2,2023-05-02,,3532.1
3955,53956,5854,MacBook Pro,Electronics,438.49,3,2023-06-04,Unknown,1315.47
3956,53957,5385,Running Shoes,Sports,244.62,3,10/10/2023,Complete,1100.79
3957,53958,1721,Smart Watch,Electronics,698.76,4,2024-04-01 00:00:00,COMPLETED,2795.04
3958,53959,5734,Running Shoes,Sports,1253.01,2,2024-01-15 00:00:00,completed,2506.02
3959,53960,1499,Tennis Racket,Sports,960.3,3,16/11/2024,N/A,2880.8999999999996
3960,53961,5730,Tennis Racket,Sports,358.47,6,17/01/2023,pending,2150.82
3961,53962,2674,Vacuum Cleaner,Home,1190.05,2,24/08/2023,Complete,2380.1
3962,53963,4068,Football,Sports,3116.56,5,2024-04-05,Complete,15582.8
3963,53964,1115,Programming Guide,Books,999.5,2,2024-06-22,,1999.0
3964,53965,3980,Business Strategy,,530.35,5,2024-03-12 00:00:00,,2651.75
3965,53966,5770,Vacuum Cleaner,Home,552.26,4,2024-02-03,Refunded,2209.04
3966,53967,2737,Programming Guide,Books,269.98,1,2024-01-25 00:00:00,Processing,269.98
3967,53968,4612,Coffee Maker,Home,1311.5,2,2024-05-13,Unknown,2623.0
3968,53969,3254,Dining Set,Home,310.4,4,05/10/2023,PENDING,1241.6
3969,53970,3295,Smart TV,Home,983.29,2,2024-06-26 00:00:00,Complete,1966.58
3970,53971,4631,Smart TV,Home,146.09,2,2024-05-11,Paid,292.18
3971,53972,1147,iPad,Electronics,590.91,4,2024-07-30,Paid,2363.64
3972,53973,4983,Gym Equipment,Sports,381.38,3,04/08/2024,,1144.1399999999999
3973,53974,4454,Dining Set,Home,981.27,5,2024-03-05,Refunded,4906.35
3974,53975,5508,Designer Dress,Clothing,130.0,5,2024-06-08T00:00:00,Refunded,650.0
3975,53976,3411,Smart TV,Home,642.33,3,08/12/2023,Processing,1926.9900000000002
3976,53977,1137,IPHONE 15,Electronics,1721.98,2,2024-03-22T00:00:00,PENDING,3443.96
3977,53978,4361,Business Strategy,Books,1691.35,2,2024-04-18T00:00:00,completed,3382.7
3978,53979,4006,Vacuum Cleaner,Home,514.86,2,2023-02-08,Pending,1029.72
3979,53980,4553,Yoga Mat,Sports,1200.91,2,2023-06-06,pending,2401.82
3980,53981,1019,Designer Dress,Clothing,399.04,4,2024-04-14 00:00:00,completed,1596.16
3981,53982,3243,Refrigerator,Home,1323.48,3,11/12/2023,failed,3970.44
3982,53983,1449,Sneakers,Clothing,180.69,5,2024-03-28T00:00:00,,903.45
3983,53984,2949,Coffee Maker,Home,672.12,2,2023-04-29T00:00:00,PENDING,1344.24
3984,53985,1946,Leather Jacket,Clothing,987.19,4,2024-12-18,,3948.76
3985,53986,5237,Sneakers,Clothing,1609.0,1,23/07/2024,N/A,2413.5
3986,53987,2921,MacBook Pro,Electronics,302.78,2,2023-07-08 00:00:00,Complete,605.56
3987,53988,3978,Smart Watch,Electronics,449.68,2,2023-06-14T00:00:00,failed,899.36
3988,53989,5189,Samsung Galaxy,Electronics,1642.16,1,2024-05-07,completed,1642.16
3989,53990,5016,Vacuum Cleaner,Home,331.23,2,22/02/2023,Completed,662.46
3990,53991,1239,Gym Equipment,Sports,1065.8,1,2023-06-24T00:00:00,failed,1065.8
3991,53992,1205,Football,Sports,0.0,3,2024-09-10T00:00:00,failed,0.0
3992,53993,3608,Science Textbook,Books,883.9,2,2024-02-17T00:00:00,Unknown,1767.8
3993,53994,5341,Yoga Mat,Sports,628.47,4,2024-08-04,Paid,2513.88
3994,53995,5928,MacBook Pro,Electronics,1301.05,1,2023-10-02,Paid,1301.05
3995,53996,4389,Dell Laptop,Electronics,1971.8,1,19/02/2024,Cancelled,1971.8
3996,53997,3973,Designer Dress,Clothing,865.12,4,2023-09-22,failed,3460.48
3997,53998,5391,Running Shoes,Sports,1551.53,5,2024-10-11,Paid,7757.65
3998,53999,3688,Smart TV,Home,781.14,5,2023-02-02T00:00:00,Completed,3905.7
3999,54000,5952,MacBook Pro,Electronics,1183.04,6,2023-09-13T00:00:00,Pending,10647.36
4000,54001,5167,iPad,Electronics,1630.12,2,2024-10-07 00:00:00,N/A,3260.24
4001,54002,2349,Gym Equipment,Sports,1039.18,3,2024-12-01T00:00:00,Cancelled,3117.54
4002,54003,5401,Science Textbook,Books,740.41,6,2023-03-11T00:00:00,Cancelled,4442.46
4003,54004,1817,SAMSUNG GALAXY,Electronics,275.69,6,2023-06-08,Complete,1654.1399999999999
4004,54005,1821,Dining Set,Home,188.85,4,07/09/2024,Failed,755.4
4005,54006,1193,Science Textbook,Books,977.34,7,2024-01-08,failed,10262.07
4006,54007,2777,Yoga Mat,Sports,558.56,2,11/01/2024,completed,1117.12
4007,54008,4646,MacBook Pro,Electronics,673.1,2,2023-01-07 00:00:00,Refunded,1346.2
4008,54009,5625,Casual Shirt,Clothing,1187.31,2,2024-11-18,Refunded,2374.62
4009,54010,1251,Traditional Thobe,Clothing,453.97,2,21/06/2024,Completed,907.94
4010,54011,2789,Designer Dress,Clothing,570.47,2,2024-04-12,Processing,1140.94
4011,54012,4701,Smart TV,Home,579.47,1,2024-03-18,,579.47
4012,54013,3464,Refrigerator,Home,639.76,1,24/03/2024,Pending,639.76
4013,54014,2168,Running Shoes,,1881.44,2,2023-11-11T00:00:00,,3762.88
4014,54015,4894,Running Shoes,Sports,437.55,1,2024-07-16 00:00:00,Pending,437.55
4015,54016,2097,Smart TV,Home,1003.71,3,2024-10-02T00:00:00,,3011.13
